experiment_id,type,dataset,language_slice,dense_model,sparse_method,sparse_variant,hybrid_alpha,re_ranker,re_rank_topN,chunk_size,overlap,K_dense,K_sparse,K_report,ann_index,hnsw_M,efConstruction,efSearch,seed
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c300__s7,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c200__s42,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c200__s7,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c200__s42,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c200__s7,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c300__s42,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c300__s7,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c300__s42,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.5,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c300__s7,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.5,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c200__s42,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.75,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c200__s7,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.75,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c200__s42,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.75,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c200__s7,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.75,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c300__s42,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.75,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c300__s7,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.75,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c300__s42,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.75,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c300__s7,hybrid_rerank,Mr.TyDi,spanish,mContriever,BM25,native,0.75,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c200__s42,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c200__s7,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c200__s42,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c200__s7,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c300__s42,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c300__s7,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c300__s42,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c300__s7,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c200__s42,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c200__s7,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c200__s42,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c200__s7,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c300__s42,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c300__s7,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c300__s42,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.5,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c300__s7,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.5,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c200__s42,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.75,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c200__s7,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.75,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c200__s42,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.75,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c200__s7,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.75,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c300__s42,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.75,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__spanish__c300__s7,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.75,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c300__s42,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.75,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__spanish__c300__s7,hybrid_rerank,Mr.TyDi,spanish,mE5,BM25,native,0.75,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.5,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.5,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.75,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.75,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.75,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.75,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.75,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.75,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.75,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,mContriever,BM25,native,0.75,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,mE5,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,mE5,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,mE5,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,mE5,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,mE5,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,mE5,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s42,hybrid_rerank,Mr.TyDi,swahili,mE5,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c300__s7,hybrid_rerank,Mr.TyDi,swahili,mE5,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,mE5,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__topNone__Mr.TyDi__swahili__c200__s7,hybrid_rerank,Mr.TyDi,swahili,mE5,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__top50__Mr.TyDi__swahili__c200__s42,hybrid_rerank,Mr.TyDi,swahili,mE5,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
